x0,x1,y
-0.20000000000000018,-0.1000000000000002,-1.0700000000000003
-0.1000000000000002,-0.1000000000000002,-1.1
-2.220446049250313e-16,-0.1000000000000002,-1.1100000000000003
0.09999999999999964,-0.1000000000000002,-1.1000000000000003
0.19999999999999973,-0.1000000000000002,-1.0700000000000003
0.2999999999999998,-0.1000000000000002,-1.0200000000000002
0.3999999999999997,-0.1000000000000002,-0.9500000000000005
0.49999999999999956,-0.1000000000000002,-0.8600000000000007
0.5999999999999996,-0.1000000000000002,-0.7500000000000007
0.6999999999999997,-0.1000000000000002,-0.6200000000000007
0.7999999999999996,-0.1000000000000002,-0.47000000000000086
0.8999999999999995,-0.1000000000000002,-0.30000000000000115
0.9999999999999996,-0.1000000000000002,-0.1100000000000011
-1.0,-2.220446049250313e-16,-2.220446049250313e-16
-0.9,-2.220446049250313e-16,-0.19000000000000017
-0.8,-2.220446049250313e-16,-0.3600000000000001
-0.7000000000000001,-2.220446049250313e-16,-0.5100000000000001
-0.6000000000000001,-2.220446049250313e-16,-0.6400000000000001
-0.5000000000000001,-2.220446049250313e-16,-0.7500000000000001
-0.40000000000000013,-2.220446049250313e-16,-0.8400000000000001
-0.30000000000000016,-2.220446049250313e-16,-0.9100000000000001
-0.20000000000000018,-2.220446049250313e-16,-0.9600000000000002
-0.1000000000000002,-2.220446049250313e-16,-0.9900000000000002
-2.220446049250313e-16,-2.220446049250313e-16,-1.0000000000000002
0.09999999999999964,-2.220446049250313e-16,-0.9900000000000003
0.19999999999999973,-2.220446049250313e-16,-0.9600000000000003
0.2999999999999998,-2.220446049250313e-16,-0.9100000000000004
0.3999999999999997,-2.220446049250313e-16,-0.8400000000000005
0.49999999999999956,-2.220446049250313e-16,-0.7500000000000007
0.5999999999999996,-2.220446049250313e-16,-0.6400000000000006
0.6999999999999997,-2.220446049250313e-16,-0.5100000000000007
0.7999999999999996,-2.220446049250313e-16,-0.3600000000000009
0.8999999999999995,-2.220446049250313e-16,-0.19000000000000117
0.9999999999999996,-2.220446049250313e-16,-1.1102230246251565e-15
-1.0,0.09999999999999964,0.08999999999999986
-0.9,0.09999999999999964,-0.1000000000000002
-0.8,0.09999999999999964,-0.27000000000000013
-0.7000000000000001,0.09999999999999964,-0.42000000000000015
-0.6000000000000001,0.09999999999999964,-0.5500000000000003
-0.5000000000000001,0.09999999999999964,-0.6600000000000001
-0.40000000000000013,0.09999999999999964,-0.7500000000000002
-0.30000000000000016,0.09999999999999964,-0.8200000000000002
-0.20000000000000018,0.09999999999999964,-0.8700000000000002
-0.1000000000000002,0.09999999999999964,-0.9000000000000002
-2.220446049250313e-16,0.09999999999999964,-0.9100000000000003
0.09999999999999964,0.09999999999999964,-0.9000000000000004
0.19999999999999973,0.09999999999999964,-0.8700000000000003
0.2999999999999998,0.09999999999999964,-0.8200000000000004
0.3999999999999997,0.09999999999999964,-0.7500000000000006
0.49999999999999956,0.09999999999999964,-0.6600000000000007
0.5999999999999996,0.09999999999999964,-0.5500000000000007
0.6999999999999997,0.09999999999999964,-0.4200000000000007
0.7999999999999996,0.09999999999999964,-0.2700000000000009
0.8999999999999995,0.09999999999999964,-0.1000000000000012
0.9999999999999996,0.09999999999999964,0.08999999999999897
-1.0,0.19999999999999973,0.1599999999999997
-0.9,0.19999999999999973,-0.030000000000000138
-0.8,0.19999999999999973,-0.20000000000000007
-0.7000000000000001,0.19999999999999973,-0.3500000000000001
-0.6000000000000001,0.19999999999999973,-0.4800000000000001
-0.5000000000000001,0.19999999999999973,-0.5900000000000001
-0.40000000000000013,0.19999999999999973,-0.68
-0.30000000000000016,0.19999999999999973,-0.75
-0.20000000000000018,0.19999999999999973,-0.8
-0.1000000000000002,0.19999999999999973,-0.8300000000000001
-2.220446049250313e-16,0.19999999999999973,-0.8400000000000002
0.09999999999999964,0.19999999999999973,-0.8300000000000003
0.19999999999999973,0.19999999999999973,-0.8000000000000003
0.2999999999999998,0.19999999999999973,-0.7500000000000002
0.3999999999999997,0.19999999999999973,-0.6800000000000004
0.49999999999999956,0.19999999999999973,-0.5900000000000006
0.5999999999999996,0.19999999999999973,-0.48000000000000054
0.6999999999999997,0.19999999999999973,-0.35000000000000053
0.7999999999999996,0.19999999999999973,-0.20000000000000084
0.8999999999999995,0.19999999999999973,-0.030000000000001137
0.9999999999999996,0.19999999999999973,0.1599999999999988
-1.0,0.2999999999999998,0.20999999999999996
-0.9,0.2999999999999998,0.020000000000000018
-0.8,0.2999999999999998,-0.1499999999999999
-0.7000000000000001,0.2999999999999998,-0.30000000000000004
-0.6000000000000001,0.2999999999999998,-0.42999999999999994
-0.5000000000000001,0.2999999999999998,-0.54
-0.40000000000000013,0.2999999999999998,-0.6299999999999999
-0.30000000000000016,0.2999999999999998,-0.7
-0.20000000000000018,0.2999999999999998,-0.75
-0.1000000000000002,0.2999999999999998,-0.78
-2.220446049250313e-16,0.2999999999999998,-0.79
0.09999999999999964,0.2999999999999998,-0.7800000000000001
0.19999999999999973,0.2999999999999998,-0.7500000000000002
0.2999999999999998,0.2999999999999998,-0.7000000000000002
0.3999999999999997,0.2999999999999998,-0.6300000000000003
0.49999999999999956,0.2999999999999998,-0.5400000000000005
0.5999999999999996,0.2999999999999998,-0.4300000000000005
0.6999999999999997,0.2999999999999998,-0.3000000000000005
0.7999999999999996,0.2999999999999998,-0.1500000000000007
0.8999999999999995,0.2999999999999998,0.01999999999999913
0.9999999999999996,0.2999999999999998,0.20999999999999908
-1.0,0.3999999999999997,0.24
-0.9,0.3999999999999997,0.050000000000000044
-0.8,0.3999999999999997,-0.11999999999999988
-0.7000000000000001,0.3999999999999997,-0.27
-0.6000000000000001,0.3999999999999997,-0.3999999999999999
-0.5000000000000001,0.3999999999999997,-0.51
-0.40000000000000013,0.3999999999999997,-0.6
-0.30000000000000016,0.3999999999999997,-0.6699999999999999
-0.20000000000000018,0.3999999999999997,-0.72
-0.1000000000000002,0.3999999999999997,-0.75
-2.220446049250313e-16,0.3999999999999997,-0.76
0.09999999999999964,0.3999999999999997,-0.7500000000000001
0.19999999999999973,0.3999999999999997,-0.7200000000000002
0.2999999999999998,0.3999999999999997,-0.6700000000000002
0.3999999999999997,0.3999999999999997,-0.6000000000000003
0.49999999999999956,0.3999999999999997,-0.5100000000000005
0.5999999999999996,0.3999999999999997,-0.40000000000000047
0.6999999999999997,0.3999999999999997,-0.27000000000000046
0.7999999999999996,0.3999999999999997,-0.12000000000000077
0.8999999999999995,0.3999999999999997,0.049999999999998934
0.9999999999999996,0.3999999999999997,0.2399999999999991
-1.0,0.49999999999999956,0.25
-0.9,0.49999999999999956,0.06000000000000005
-0.8,0.49999999999999956,-0.10999999999999988
-0.7000000000000001,0.49999999999999956,-0.2599999999999999
-0.6000000000000001,0.49999999999999956,-0.3899999999999999
-0.5000000000000001,0.49999999999999956,-0.4999999999999999
-0.40000000000000013,0.49999999999999956,-0.5899999999999999
-0.30000000000000016,0.49999999999999956,-0.6599999999999999
-0.20000000000000018,0.49999999999999956,-0.71
-0.1000000000000002,0.49999999999999956,-0.74
-2.220446049250313e-16,0.49999999999999956,-0.75
0.09999999999999964,0.49999999999999956,-0.7400000000000001
0.19999999999999973,0.49999999999999956,-0.7100000000000001
0.2999999999999998,0.49999999999999956,-0.6600000000000001
0.3999999999999997,0.49999999999999956,-0.5900000000000003
0.49999999999999956,0.49999999999999956,-0.5000000000000004
0.5999999999999996,0.49999999999999956,-0.39000000000000035
0.6999999999999997,0.49999999999999956,-0.26000000000000045
0.7999999999999996,0.49999999999999956,-0.11000000000000065
0.8999999999999995,0.49999999999999956,0.059999999999999165
0.9999999999999996,0.49999999999999956,0.2499999999999991
-1.0,0.5999999999999996,0.24
-0.9,0.5999999999999996,0.050000000000000044
-0.8,0.5999999999999996,-0.11999999999999988
-0.7000000000000001,0.5999999999999996,-0.2699999999999998
-0.6000000000000001,0.5999999999999996,-0.3999999999999999
-0.5000000000000001,0.5999999999999996,-0.5099999999999998
-0.40000000000000013,0.5999999999999996,-0.5999999999999999
-0.30000000000000016,0.5999999999999996,-0.6699999999999999
-0.20000000000000018,0.5999999999999996,-0.7199999999999999
-0.1000000000000002,0.5999999999999996,-0.7499999999999999
-2.220446049250313e-16,0.5999999999999996,-0.76
0.09999999999999964,0.5999999999999996,-0.75
0.19999999999999973,0.5999999999999996,-0.7200000000000001
0.2999999999999998,0.5999999999999996,-0.67
0.3999999999999997,0.5999999999999996,-0.6000000000000002
0.49999999999999956,0.5999999999999996,-0.5100000000000005
0.5999999999999996,0.5999999999999996,-0.40000000000000036
0.6999999999999997,0.5999999999999996,-0.27000000000000035
0.7999999999999996,0.5999999999999996,-0.12000000000000055
0.8999999999999995,0.5999999999999996,0.049999999999999156
0.9999999999999996,0.5999999999999996,0.2399999999999991
-1.0,0.6999999999999997,0.2100000000000002
-0.9,0.6999999999999997,0.02000000000000024
-0.8,0.6999999999999997,-0.1499999999999997
-0.7000000000000001,0.6999999999999997,-0.2999999999999998
-0.6000000000000001,0.6999999999999997,-0.4299999999999997
-0.5000000000000001,0.6999999999999997,-0.5399999999999998
-0.40000000000000013,0.6999999999999997,-0.6299999999999998
-0.30000000000000016,0.6999999999999997,-0.6999999999999997
-0.20000000000000018,0.6999999999999997,-0.7499999999999998
-0.1000000000000002,0.6999999999999997,-0.7799999999999998
-2.220446049250313e-16,0.6999999999999997,-0.7899999999999998
0.09999999999999964,0.6999999999999997,-0.7799999999999999
0.19999999999999973,0.6999999999999997,-0.75
0.2999999999999998,0.6999999999999997,-0.7
0.3999999999999997,0.6999999999999997,-0.6300000000000001
0.49999999999999956,0.6999999999999997,-0.5400000000000003
0.5999999999999996,0.6999999999999997,-0.43000000000000027
0.6999999999999997,0.6999999999999997,-0.30000000000000027
0.7999999999999996,0.6999999999999997,-0.15000000000000058
0.8999999999999995,0.6999999999999997,0.01999999999999913
0.9999999999999996,0.6999999999999997,0.2099999999999993
-1.0,0.7999999999999996,0.16000000000000014
-0.9,0.7999999999999996,-0.029999999999999694
-0.8,0.7999999999999996,-0.19999999999999962
-0.7000000000000001,0.7999999999999996,-0.34999999999999964
-0.6000000000000001,0.7999999999999996,-0.47999999999999965
-0.5000000000000001,0.7999999999999996,-0.5899999999999996
-0.40000000000000013,0.7999999999999996,-0.6799999999999996
-0.30000000000000016,0.7999999999999996,-0.7499999999999997
-0.20000000000000018,0.7999999999999996,-0.7999999999999997
-0.1000000000000002,0.7999999999999996,-0.8299999999999997
-2.220446049250313e-16,0.7999999999999996,-0.8399999999999997
0.09999999999999964,0.7999999999999996,-0.8299999999999998
0.19999999999999973,0.7999999999999996,-0.7999999999999998
0.2999999999999998,0.7999999999999996,-0.7499999999999999
0.3999999999999997,0.7999999999999996,-0.6799999999999999
0.49999999999999956,0.7999999999999996,-0.5900000000000002
0.5999999999999996,0.7999999999999996,-0.4800000000000002
0.6999999999999997,0.7999999999999996,-0.3500000000000001
0.7999999999999996,0.7999999999999996,-0.2000000000000004
0.8999999999999995,0.7999999999999996,-0.030000000000000693
0.9999999999999996,0.7999999999999996,0.15999999999999925
-1.0,0.8999999999999995,0.0900000000000003
-0.9,0.8999999999999995,-0.09999999999999953
-0.8,0.8999999999999995,-0.26999999999999946
-0.7000000000000001,0.8999999999999995,-0.4199999999999995
-0.6000000000000001,0.8999999999999995,-0.5499999999999995
-0.5000000000000001,0.8999999999999995,-0.6599999999999995
-0.40000000000000013,0.8999999999999995,-0.7499999999999994
-0.30000000000000016,0.8999999999999995,-0.8199999999999995
-0.20000000000000018,0.8999999999999995,-0.8699999999999996
-0.1000000000000002,0.8999999999999995,-0.8999999999999996
-2.220446049250313e-16,0.8999999999999995,-0.9099999999999996
0.09999999999999964,0.8999999999999995,-0.8999999999999997
0.19999999999999973,0.8999999999999995,-0.8699999999999997
0.2999999999999998,0.8999999999999995,-0.8199999999999997
0.3999999999999997,0.8999999999999995,-0.7499999999999998
0.49999999999999956,0.8999999999999995,-0.66
0.5999999999999996,0.8999999999999995,-0.55
0.6999999999999997,0.8999999999999995,-0.41999999999999993
0.7999999999999996,0.8999999999999995,-0.27000000000000024
0.8999999999999995,0.8999999999999995,-0.10000000000000053
0.9999999999999996,0.8999999999999995,0.08999999999999941
-1.0,0.9999999999999996,4.440892098500626e-16
-0.9,0.9999999999999996,-0.1899999999999995
-0.8,0.9999999999999996,-0.35999999999999943
-0.7000000000000001,0.9999999999999996,-0.5099999999999995
-0.6000000000000001,0.9999999999999996,-0.6399999999999995
-0.5000000000000001,0.9999999999999996,-0.7499999999999994
-0.40000000000000013,0.9999999999999996,-0.8399999999999994
-0.30000000000000016,0.9999999999999996,-0.9099999999999995
-0.20000000000000018,0.9999999999999996,-0.9599999999999995
-0.1000000000000002,0.9999999999999996,-0.9899999999999995
-2.220446049250313e-16,0.9999999999999996,-0.9999999999999996
0.09999999999999964,0.9999999999999996,-0.9899999999999997
0.19999999999999973,0.9999999999999996,-0.9599999999999996
0.2999999999999998,0.9999999999999996,-0.9099999999999997
0.3999999999999997,0.9999999999999996,-0.8399999999999999
0.49999999999999956,0.9999999999999996,-0.75
0.5999999999999996,0.9999999999999996,-0.6399999999999999
0.6999999999999997,0.9999999999999996,-0.51
0.7999999999999996,0.9999999999999996,-0.3600000000000002
0.8999999999999995,0.9999999999999996,-0.1900000000000005
0.9999999999999996,0.9999999999999996,-4.440892098500626e-16
